Card_id,Ssn,Bname,Address,Phone
ID000898,140-10-0901,aaron snyder,"1 American Ash Avenue, Dallas, TX",(214) 936-9743
ID000899,210-06-2715,louis clark,"4284 Norway Maple Lane, Dallas, TX",(972) 872-7570
ID000900,357-34-7649,sarah chavez,"3 Schmedeman Court, Dallas, TX",(972) 524-1820
ID000901,427-38-8763,robin ellis,"67445 Dunning Lane, Richardson, TX",(972) 866-1973
ID000902,315-41-8687,jessica davis,"12957 Independence Drive, Plano, TX",(972) 842-5888
ID000903,829-97-1624,lillian stone,"919 Judy Way, Dallas, TX",(972) 851-2126
ID000904,347-88-9624,ruth stanley,"1 Warrior Pass, Dallas, TX",(972) 911-0228
ID000905,840-39-1806,jesse duncan,"7787 Haas Hill, Dallas, TX",(972) 683-9815
ID000906,637-53-4929,lori hunter,"39 Swallow Place, Richardson, TX",(469) 642-4787
ID000907,136-04-3559,tammy robinson,"0378 Longview Plaza, Dallas, TX",(469) 933-2520
ID000908,713-24-6764,james dunn,"2 Luster Hill, Dallas, TX",(214) 849-9192
ID000909,414-66-2512,earl white,"3645 Ramsey Place, Dallas, TX",(972) 936-8134
ID000910,613-21-6220,jeremy rogers,"91121 Moulton Plaza, Plano, TX",(469) 842-8404
ID000911,733-94-6852,earl chapman,"45 Moulton Junction, Dallas, TX",(972) 997-7819
ID000912,606-73-0914,dorothy miller,"52 Hazelcrest Crossing, Dallas, TX",(214) 803-3680
ID000913,154-97-3290,anna lopez,"49 3rd Terrace, Dallas, TX",(214) 959-4100
ID000914,369-65-4229,gary fuller,"59 Macpherson Crossing, Dallas, TX",(214) 968-9302
ID000915,507-57-2316,angela nguyen,"45542 Rutledge Avenue, Dallas, TX",(214) 978-0162
ID000916,325-17-0156,paula frazier,"916 Maywood Court, Plano, TX",(214) 934-1206
ID000917,866-10-0944,daniel johnson,"76702 Caliangt Circle, Dallas, TX",(469) 828-8109
ID000918,650-99-3347,raymond burke,"3001 Corscot Drive, Dallas, TX",(469) 749-0551
ID000919,417-25-3686,anna flores,"730 Vera Avenue, Dallas, TX",(214) 820-9633
ID000920,128-67-5708,kathleen reed,"89 Tomscot Street, Dallas, TX",(214) 941-0107
ID000921,412-58-0911,linda garcia,"1 Luster Street, Dallas, TX",(972) 910-1369
ID000922,312-56-2889,kevin turner,"3034 Kipling Drive, Dallas, TX",(214) 835-8339
ID000923,122-17-0911,juan dunn,"18 Oak Drive, Dallas, TX",(214) 857-0040
ID000924,548-70-2653,arthur lane,"79797 Fieldstone Circle, Richardson, TX",(214) 848-0150
ID000925,922-65-9466,deborah medina,"4 Cambridge Park, Dallas, TX",(972) 679-5235
ID000926,380-74-6132,lisa castillo,"856 Mitchell Junction, Dallas, TX",(469) 996-6025
ID000927,148-76-3309,louis rivera,"210 Sunfield Trail, Dallas, TX",(469) 940-0843
ID000928,648-41-9002,catherine hunt,"241 Gulseth Crossing, Dallas, TX",(469) 929-6433
ID000929,253-50-1861,bobby gomez,"53 Kipling Place, Richardson, TX",(469) 747-8105
ID000930,237-32-1975,johnny jenkins,"6757 Buena Vista Park, Dallas, TX",(214) 711-0231
ID000931,304-04-2180,richard sanchez,"6 Bonner Road, Dallas, TX",(214) 789-8437
ID000932,416-32-8500,fred peterson,"723 Emmet Avenue, Dallas, TX",(214) 929-0915
ID000933,731-41-2008,gerald jacobs,"539 Pond Point, Richardson, TX",(972) 929-5037
ID000934,680-37-1075,teresa perry,"67 Porter Center, Dallas, TX",(469) 937-7720
ID000935,358-57-1779,joyce watson,"033 Fieldstone Pass, Dallas, TX",(469) 976-1235
ID000936,399-11-8418,antonio crawford,"94232 Hudson Drive, Dallas, TX",(469) 818-0847
ID000937,263-34-5944,shawn hanson,"88 Prairieview Terrace, Dallas, TX",(469) 712-3956
ID000938,871-14-1691,sandra hayes,"8 Morning Parkway, Dallas, TX",(972) 901-1242
ID000939,651-25-8004,jimmy garrett,"43 Clyde Gallagher Terrace, Dallas, TX",(972) 984-4957
ID000940,484-44-5282,antonio lawrence,"08482 Merry Alley, Dallas, TX",(972) 843-3635
ID000941,983-14-0730,marie medina,"7338 Pierstorff Circle, Richardson, TX",(469) 810-7312
ID000942,716-92-1888,juan allen,"5 Victoria Alley, Dallas, TX",(469) 979-2886
ID000943,309-24-3620,gerald porter,"11934 Upham Point, Dallas, TX",(214) 706-8751
ID000944,776-60-4123,todd brooks,"7838 Moland Plaza, Dallas, TX",(469) 781-0440
ID000945,679-76-7522,jean rice,"48712 Mockingbird Road, Dallas, TX",(469) 935-5450
ID000946,729-59-6353,jack day,"2107 Kipling Plaza, Dallas, TX",(214) 913-6444
ID000947,628-48-3788,amy woods,"5 Shoshone Crossing, Dallas, TX",(469) 773-4866
ID000948,785-13-2932,raymond greene,"55619 Surrey Plaza, Dallas, TX",(469) 983-7473
ID000949,101-97-8660,arthur wright,"158 John Wall Street, Dallas, TX",(214) 941-5089
ID000950,946-46-6223,daniel hunt,"13709 Mariners Cove Center, Richardson, TX",(972) 915-2723
ID000951,481-28-6748,julie hamilton,"6209 Ludington Pass, Dallas, TX",(972) 812-7230
ID000952,864-59-5290,diana garza,"83139 Warrior Parkway, Dallas, TX",(972) 872-4808
ID000953,370-11-1197,walter cruz,"463 Hanover Junction, Dallas, TX",(972) 836-9111
ID000954,850-05-9666,mildred ramirez,"7 Anderson Lane, Dallas, TX",(972) 826-9318
ID000955,475-45-2130,jean gilbert,"769 Colorado Center, Dallas, TX",(469) 850-6077
ID000956,704-23-0250,frances porter,"16 Farwell Park, Dallas, TX",(214) 958-6327
ID000957,847-54-7019,jane carter,"746 East Court, Dallas, TX",(469) 859-2686
ID000958,316-40-2743,johnny perry,"5091 Melrose Court, Dallas, TX",(469) 783-2541
ID000959,973-44-7229,donald powell,"1901 Laurel Pass, Dallas, TX",(972) 917-5123
ID000960,597-54-1860,russell morales,"6 Continental Hill, Dallas, TX",(469) 833-1681
ID000961,853-02-8515,earl smith,"73 Towne Hill, Dallas, TX",(469) 919-5433
ID000962,961-10-2631,jane phillips,"9 Northland Place, Dallas, TX",(469) 981-5694
ID000963,340-38-2920,ruby black,"01580 Main Alley, Dallas, TX",(214) 839-6582
ID000964,650-36-9913,teresa fernandez,"50 Arrowood Circle, Richardson, TX",(972) 918-7531
ID000965,940-61-5781,jacqueline hamilton,"792 Burrows Lane, Dallas, TX",(972) 785-5033
ID000966,136-33-6897,anthony elliott,"82 Harper Lane, Dallas, TX",(972) 942-6006
ID000967,780-32-3564,louise henderson,"58 Southridge Way, Dallas, TX",(469) 897-6813
ID000968,174-47-0894,lillian cruz,"1202 Nevada Crossing, Dallas, TX",(469) 577-0003
ID000969,235-78-1401,david davis,"6266 Debs Place, Dallas, TX",(214) 864-7187
ID000970,919-55-8047,janice price,"269 Farragut Trail, Dallas, TX",(214) 941-9869
ID000971,687-90-1452,donald palmer,"12 5th Junction, Richardson, TX",(469) 677-4531
ID000972,535-61-9932,donald washington,"978 Moose Plaza, Dallas, TX",(972) 844-7608
ID000973,328-03-3548,jessica jones,"37 Melrose Court, Richardson, TX",(972) 906-0660
ID000974,608-66-0102,amy coleman,"2562 Pond Junction, Dallas, TX",(214) 954-7729
ID000975,894-17-1936,marie ryan,"4287 Canary Center, Dallas, TX",(469) 924-4203
ID000976,882-93-4808,gloria barnes,"149 Columbus Avenue, Dallas, TX",(214) 797-0275
ID000977,328-50-2075,charles lawrence,"7 Randy Terrace, Dallas, TX",(972) 813-8851
ID000978,179-35-6366,patricia hill,"2506 Ridgeway Drive, Richardson, TX",(469) 932-9594
ID000979,223-32-8250,ryan young,"40252 Lyons Terrace, Dallas, TX",(214) 742-4030
ID000980,504-76-4400,willie woods,"99 Sunbrook Circle, Dallas, TX",(214) 810-2688
ID000981,131-82-6807,cynthia webb,"6016 Leroy Way, Dallas, TX",(214) 975-2196
ID000982,470-80-0995,joyce cox,"5027 Meadow Vale Way, Richardson, TX",(972) 832-4867
ID000983,210-87-6619,debra kim,"303 Bashford Road, Plano, TX",(469) 747-4090
ID000984,757-76-0049,louise harrison,"13 American Ash Place, Richardson, TX",(214) 897-8864
ID000985,641-17-6232,douglas day,"264 Packers Place, Dallas, TX",(469) 868-2443
ID000986,690-30-6386,jane hughes,"05 Tony Junction, Dallas, TX",(972) 963-9605
ID000987,405-00-7979,joan wagner,"76837 Heath Trail, Dallas, TX",(972) 841-3593
ID000988,697-50-5730,joyce gibson,"0605 Old Shore Avenue, Dallas, TX",(469) 840-4916
ID000989,659-02-3329,paula harrison,"7 Swallow Pass, Dallas, TX",(469) 622-5174
ID000990,647-36-9732,bobby dunn,"785 Graedel Place, Plano, TX",(972) 923-3432
ID000991,659-27-5045,bonnie ross,"81741 Hallows Plaza, Dallas, TX",(214) 930-4665
ID000992,923-61-2260,dennis wheeler,"8321 Mendota Crossing, Dallas, TX",(214) 932-7040
ID000993,646-30-1413,jason gutierrez,"7 Pearson Way, Dallas, TX",(972) 990-8290
ID000994,968-11-7539,diana spencer,"467 Menomonie Alley, Richardson, TX",(972) 850-9653
ID000995,784-77-6035,jessica thompson,"73 Mandrake Center, Dallas, TX",(972) 728-3395
ID000996,468-32-4617,sean pierce,"07 Laurel Park, Dallas, TX",(469) 987-3050
ID000997,647-49-5762,alan stewart,"74154 Drewry Street, Dallas, TX",(469) 944-5061
ID000998,345-58-9435,janice robinson,"7791 Maple Hill, Dallas, TX",(972) 855-6553
ID000999,504-57-5850,barbara carroll,"5989 4th Avenue, Dallas, TX",(214) 999-2405
ID001000,362-54-6087,lori mccoy,"71 Evergreen Crossing, Dallas, TX",(972) 975-7324
